2026-01-19,deepseek,PDDL_initDF,basic,detailed,0,True,7,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2026-01-19,deepseek,PDDL_initDF,basic,detailed,1,False,0,"[3, 5]","[[[1, 0], [2, 0], [3, 5]]]"
2026-01-19,deepseek,PDDL_initDF,basic,detailed,2,False,49,"[5, 1]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0], [2, 3]], [[1, 0], [2, 0], [3, 1]], [[1, 0], [2, 2]], [[1, 2]], [[1, 3], [2, 0]], [[1, 1]], [[1, 0]], [[1, 2]], [[1, 2]], [[1, 4]], [[1, 1]], [[1, 4], [2, 1], [3, 2]], [[1, 1]], [[1, 1], [2, 1], [3, 1], [4, 1]], [[1, 1]], [[1, 1], [2, 3], [3, 1], [4, 1], [5, 1]]]"
2026-01-20,deepseek,PDDL_initDF,basic,detailed,3,True,9,"[3, 0]","[[[1, 0], [2, 0], [3, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0]]]"
2026-01-20,deepseek,PDDL_initDF,basic,detailed,4,False,0,"[1, 5]","[[[1, 5]]]"
2026-01-20,deepseek,PDDL_initDF,basic,detailed,5,False,17,"[1, 5]","[[[1, 0], [2, 0], [3, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 4]], [[1, 5]]]"
2026-01-20,deepseek,PDDL_initDF,basic,detailed,6,False,2,"[1, 5]","[[[1, 0]], [[1, 0]], [[1, 5]]]"
2026-01-20,deepseek,PDDL_initDF,basic,detailed,7,True,14,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2026-01-20,deepseek,PDDL_initDF,basic,detailed,8,False,0,"[2, 5]","[[[1, 5], [2, 5]]]"
2026-01-20,deepseek,PDDL_initDF,basic,detailed,9,True,2,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]]]"
